27,1,2023-08-19,NO,8.52,8.52,6.9
27,2,null,NO,48.74,43.87,35.53
27,3,2023-08-19,NO,27.94,27.94,22.63
27,4,2023-08-19,NO,13.69,6.84,5.54
28,1,null,AT,34.03,34.03,27.56
28,2,2023-08-05,AT,44.82,22.41,18.15
29,1,2023-06-01,NL,32.56,32.56,26.37
30,1,2023-08-20,CH,33.82,33.82,27.39
30,2,2023-08-20,CH,34.78,31.3,25.35
31,1,2023-06-27,CH,41.6,33.28,26.96
31,2,null,CH,46.39,41.75,33.82
32,1,null,SE,33.82,33.82,27.39
32,2,2023-07-23,SE,24.5,24.5,19.85
32,3,2023-07-23,SE,39.34,39.34,31.87
32,4,2023-07-23,SE,11.11,11.11,9.0
33,1,2023-08-17,DE,13.69,10.95,8.87
33,2,2023-08-17,DE,41.76,41.76,33.83
34,1,2023-07-19,PT,24.63,23.4,18.95
34,2,2023-07-19,PT,37.98,36.08,29.22
35,1,2023-06-29,CH,39.34,37.37,30.27
35,2,2023-06-29,CH,20.38,20.38,16.51
35,3,2023-06-29,CH,32.58,16.29,13.19
36,1,2023-08-10,DK,22.57,21.44,17.37
37,1,2023-07-13,SE,28.99,28.99,23.48
37,2,2023-07-13,SE,29.39,29.39,23.81
37,3,2023-07-13,SE,28.26,28.26,22.89
38,1,2023-06-16,FI,22.67,22.67,18.36
39,1,2023-08-14,NO,35.89,34.1,27.62
39,2,2023-08-14,NO,11.11,11.11,9.0
39,3,2023-08-14,NO,34.03,32.33,26.19
39,4,2023-08-14,NO,43.37,39.03,31.61
40,1,2023-08-13,NL,39.89,31.91,25.85
40,2,2023-08-13,NL,6.37,5.73,4.64
40,3,null,NL,41.48,41.48,33.6
40,4,2023-08-13,NL,12.64,11.38,9.22
41,1,2023-08-08,PT,34.03,32.33,26.19
42,1,2023-08-20,DE,45.14,45.14,36.56
42,2,2023-08-20,DE,22.88,22.88,18.53
43,1,2023-07-02,ES,44.41,42.19,34.17
43,2,2023-07-02,ES,45.14,40.63,32.91
44,1,2023-06-21,AT,38.75,19.38,15.7
45,1,2023-07-01,CH,34.78,27.82,22.53
45,2,2023-07-01,CH,24.59,19.67,15.93
46,1,2023-07-10,BE,12.86,12.22,9.9
47,1,2023-06-19,FR,41.12,41.12,33.31
47,2,2023-06-19,FR,41.6,33.28,26.96
47,3,2023-06-19,FR,40.36,36.32,29.42
47,4,2023-06-19,FR,8.61,8.18,6.63
48,1,2023-07-26,EN,38.46,38.46,31.15
48,2,2023-07-26,EN,49.33,49.33,39.96
48,3,2023-07-26,EN,24.33,24.33,19.71
48,4,2023-07-26,EN,14.89,14.15,11.46
49,1,2023-07-01,BE,48.74,48.74,39.48
50,1,2023-07-03,BE,29.39,29.39,23.81
50,2,2023-07-03,BE,37.81,37.81,30.63
51,1,2023-08-04,FI,32.56,32.56,26.37
51,2,2023-08-04,FI,24.59,23.36,18.92
51,3,2023-08-04,FI,12.86,12.86,10.42
52,1,2023-06-13,IT,22.84,18.27,14.8
52,2,2023-06-13,IT,21.23,10.62,8.6
52,3,2023-06-13,IT,44.41,44.41,35.97
53,1,2023-07-28,FI,49.37,49.37,39.99
53,2,2023-07-28,FI,8.1,7.29,5.9
54,1,2023-08-05,PL,22.67,21.54,17.45
54,2,2023-08-05,PL,42.33,42.33,34.29
54,3,null,PL,18.9,18.9,15.31
54,4,2023-08-05,PL,41.76,41.76,33.83
54,5,2023-08-05,PL,45.14,42.88,34.73
55,1,2023-07-20,EN,44.82,44.82,36.3
55,2,2023-07-20,EN,42.94,34.35,27.82
56,1,2023-07-20,DK,27.36,21.89,17.73
56,2,2023-07-20,DK,37.25,18.62,15.08
56,3,2023-07-20,DK,38.46,38.46,31.15
57,1,2023-07-08,SE,28.99,27.54,22.31
58,1,2023-07-02,SE,29.39,26.45,21.42
58,2,2023-07-02,SE,32.58,32.58,26.39
59,1,2023-06-14,AT,34.78,33.04,26.76
59,2,2023-06-14,AT,34.5,34.5,27.95
60,1,2023-06-24,EN,40.36,36.32,29.42
60,2,2023-06-24,EN,29.94,28.44,23.04
61,1,2023-07-04,BE,20.96,16.77,13.58
61,2,2023-07-04,BE,15.5,14.72,11.92
61,3,2023-07-04,BE,18.9,17.01,13.78
62,1,2023-07-11,PT,16.29,15.48,12.54
62,2,2023-07-11,PT,49.64,49.64,40.21
62,3,2023-07-11,PT,34.5,34.5,27.95
63,1,2023-07-12,FI,23.55,22.37,18.12
64,1,2023-08-24,BE,17.63,8.81,7.14
64,2,2023-08-24,BE,30.55,30.55,24.75
64,3,2023-08-24,BE,20.96,20.96,16.98
64,4,2023-08-24,BE,41.76,41.76,33.83
65,1,2023-07-23,ES,21.27,21.27,17.23
65,2,2023-07-23,ES,13.9,13.9,11.26
66,1,2023-08-06,PT,44.82,44.82,36.3
66,2,2023-08-06,PT,15.62,15.62,12.65
66,3,2023-08-06,PT,45.14,45.14,36.56
67,1,2023-08-22,NL,32.25,25.8,20.9
67,2,2023-08-22,NL,8.76,8.32,6.74
67,3,2023-08-22,NL,22.84,20.56,16.65
67,4,2023-08-22,NL,8.52,6.82,5.52
68,1,2023-07-24,NO,49.37,46.9,37.99
68,2,2023-07-24,NO,32.25,25.8,20.9
68,3,2023-07-24,NO,12.86,12.22,9.9
69,1,2023-07-04,NL,47.7,38.16,30.91
69,2,2023-07-04,NL,35.89,34.1,27.62
69,3,2023-07-04,NL,37.98,37.98,30.76
70,1,2023-06-30,NL,29.94,29.94,24.25
70,2,2023-06-30,NL,27.94,27.94,22.63
70,3,2023-06-30,NL,6.37,3.19,2.58
70,4,2023-06-30,NL,41.76,39.67,32.13
71,1,2023-08-04,DE,24.16,21.74,17.61
71,2,2023-08-04,DE,20.0,18.0,14.58
72,1,2023-06-08,IT,8.96,8.96,7.26
72,2,2023-06-08,IT,6.37,3.19,2.58
73,1,2023-08-01,EN,26.46,26.46,21.43
73,2,2023-08-01,EN,6.37,5.1,4.13
73,3,2023-08-01,EN,46.24,41.62,33.71
74,1,2023-07-15,AT,29.94,29.94,24.25
75,1,2023-08-29,NO,8.61,7.75,6.28
75,2,2023-08-29,NO,8.61,8.61,6.97
76,1,2023-08-03,EN,22.84,22.84,18.5
76,2,2023-08-03,EN,31.55,29.97,24.28
76,3,2023-08-03,EN,30.55,27.5,22.28
77,1,2023-08-18,PL,41.12,41.12,33.31
77,2,2023-08-18,PL,45.11,22.55,18.27
77,3,2023-08-18,PL,28.2,28.2,22.84
78,1,2023-06-24,SE,28.26,28.26,22.89
78,2,2023-06-24,SE,29.39,26.45,21.42
79,1,2023-08-25,IT,13.69,13.01,10.54
80,1,null,SE,20.38,19.36,15.68
81,1,2023-06-25,IT,32.62,30.99,25.1
81,2,2023-06-25,IT,33.64,33.64,27.25
81,3,null,IT,13.69,13.69,11.09
82,1,2023-06-24,NL,41.48,41.48,33.6
82,2,2023-06-24,NL,38.83,31.06,25.16
82,3,2023-06-24,NL,32.62,26.1,21.14
83,1,2023-08-23,ES,15.62,15.62,12.65
83,2,2023-08-23,ES,45.14,40.63,32.91
83,3,2023-08-23,ES,31.55,29.97,24.28
83,4,2023-08-23,ES,42.94,34.35,27.82
84,1,2023-08-27,CH,46.39,41.75,33.82
84,2,2023-08-27,CH,33.14,33.14,26.84
84,3,2023-08-27,CH,41.48,37.33,30.24
85,1,2023-07-13,NO,24.63,19.7,15.96
85,2,null,NO,12.86,12.86,10.42
85,3,2023-07-13,NO,24.5,24.5,19.85
85,4,2023-07-13,NO,8.61,8.61,6.97
86,1,2023-07-23,BE,22.67,20.4,16.52
86,2,2023-07-23,BE,18.9,18.9,15.31
86,3,2023-07-23,BE,8.61,7.75,6.28
87,1,2023-07-19,EN,46.24,41.62,33.71
87,2,2023-07-19,EN,32.58,30.95,25.07
88,1,2023-07-16,SE,25.92,25.92,21.0
88,2,2023-07-16,SE,39.89,39.89,32.31
89,1,2023-06-11,DK,41.6,41.6,33.7
89,2,2023-06-11,DK,22.84,22.84,18.5
90,1,2023-08-08,DK,35.89,35.89,29.07
90,2,2023-08-08,DK,26.46,21.17,17.15
90,3,2023-08-08,DK,20.38,18.34,14.86
91,1,2023-08-10,PT,32.56,32.56,26.37
91,2,2023-08-10,PT,39.7,37.72,30.55
91,3,2023-08-10,PT,34.78,34.78,28.17
92,1,2023-06-16,BE,35.7,28.56,23.13
92,2,2023-06-16,BE,38.83,36.89,29.88
92,3,2023-06-16,BE,8.52,8.52,6.9
93,1,2023-08-04,PT,17.63,14.1,11.42
93,2,2023-08-04,PT,17.63,15.87,12.85
93,3,2023-08-04,PT,24.16,19.33,15.66
93,4,2023-08-04,PT,15.5,15.5,12.56
94,1,2023-08-21,NL,39.89,39.89,32.31
95,1,2023-08-18,ES,8.96,8.51,6.89
96,1,2023-07-27,PL,46.39,44.07,35.7
96,2,2023-07-27,PL,22.1,22.1,17.9
97,1,2023-08-08,DE,22.84,20.56,16.65
97,2,2023-08-08,DE,22.67,21.54,17.45
98,1,2023-07-13,AT,46.24,41.62,33.71
98,2,2023-07-13,AT,29.39,29.39,23.81
98,3,2023-07-13,AT,12.64,11.38,9.22
98,4,2023-07-13,AT,38.09,38.09,30.85
99,1,2023-06-23,FR,14.45,14.45,11.7
99,2,2023-06-23,FR,16.29,16.29,13.19
99,3,2023-06-23,FR,13.9,12.51,10.13
99,4,2023-06-23,FR,39.7,39.7,32.16
99,5,2023-06-23,FR,20.35,20.35,16.48
100,1,2023-06-17,NO,26.46,26.46,21.43
101,1,2023-08-05,NL,22.88,21.74,17.61
101,2,2023-08-05,NL,39.34,39.34,31.87
102,1,2023-08-20,FR,20.0,20.0,16.2
102,2,2023-08-20,FR,33.64,26.91,21.8
103,1,2023-08-31,CH,13.44,12.1,9.8
103,2,2023-08-31,CH,37.25,33.52,27.15
104,1,2023-07-27,NL,39.34,35.41,28.68
104,2,2023-07-27,NL,34.03,27.22,22.05
104,3,null,NL,41.22,37.1,30.05
104,4,2023-07-27,NL,29.39,27.92,22.62
105,1,2023-06-22,PL,13.9,11.12,9.01
105,2,2023-06-22,PL,44.41,42.19,34.17
105,3,2023-06-22,PL,16.29,16.29,13.19
105,4,2023-06-22,PL,6.37,5.73,4.64
106,1,2023-07-05,NL,11.54,9.23,7.48
106,2,null,NL,38.46,38.46,31.15
106,3,2023-07-05,NL,37.25,37.25,30.17
107,1,2023-07-24,NL,32.58,32.58,26.39
108,1,2023-07-08,FI,22.1,22.1,17.9
108,2,2023-07-08,FI,24.16,22.95,18.59
108,3,2023-07-08,FI,24.16,22.95,18.59
108,4,2023-07-08,FI,18.9,15.12,12.25
109,1,2023-07-03,DE,39.7,31.76,25.73
109,2,2023-07-03,DE,23.55,21.2,17.17
109,3,null,DE,31.55,25.24,20.44
109,4,2023-07-03,DE,8.76,8.76,7.1
110,1,2023-07-20,EN,28.43,28.43,23.03
111,1,2023-06-20,FR,13.69,13.69,11.09
111,2,2023-06-20,FR,37.81,37.81,30.63
111,3,2023-06-20,FR,45.11,45.11,36.54
111,4,2023-06-20,FR,45.14,42.88,34.73
111,5,2023-06-20,FR,8.61,7.75,6.28
112,1,2023-07-19,CH,26.46,23.81,19.29
112,2,2023-07-19,CH,8.96,8.06,6.53
113,1,2023-06-01,AT,39.7,35.73,28.94
113,2,2023-06-01,AT,43.37,41.2,33.37
114,1,2023-08-15,NL,38.09,38.09,30.85
114,2,2023-08-15,NL,8.76,7.88,6.38
114,3,2023-08-15,NL,37.98,30.38,24.61
115,1,2023-07-13,BE,27.36,27.36,22.16
115,2,2023-07-13,BE,48.74,46.3,37.5
115,3,2023-07-13,BE,24.16,19.33,15.66
115,4,2023-07-13,BE,21.27,21.27,17.23
116,1,2023-08-01,BE,11.11,11.11,9.0
116,2,2023-08-01,BE,28.26,28.26,22.89
116,3,2023-08-01,BE,34.5,31.05,25.15
117,1,2023-07-09,SE,18.9,18.9,15.31
117,2,2023-07-09,SE,37.81,37.81,30.63
118,1,2023-07-23,FI,29.39,23.51,19.04
119,1,2023-07-02,BE,21.27,21.27,17.23
119,2,2023-07-02,BE,38.75,31.0,25.11
120,1,2023-08-23,BE,27.94,22.35,18.1
120,2,null,BE,41.12,37.01,29.98
121,1,2023-08-10,EN,49.35,46.88,37.97
121,2,2023-08-10,EN,11.54,11.54,9.35
121,3,2023-08-10,EN,14.89,13.4,10.85
122,1,null,PT,17.9,17.9,14.5
122,2,2023-06-03,PT,28.43,27.01,21.88
123,1,null,NL,22.88,22.88,18.53
124,1,2023-06-27,FR,25.98,25.98,21.04
125,1,2023-07-06,NL,41.76,41.76,33.83
125,2,2023-07-06,NL,23.55,23.55,19.08
125,3,2023-07-06,NL,47.7,47.7,38.64
126,1,2023-07-16,SE,17.9,17.9,14.5
126,2,2023-07-16,SE,14.45,13.0,10.53
126,3,2023-07-16,SE,49.33,44.4,35.96
127,1,2023-07-10,EN,28.99,28.99,23.48
127,2,2023-07-10,EN,13.44,6.72,5.44
128,1,2023-06-13,IT,8.1,7.69,6.23
128,2,2023-06-13,IT,20.0,20.0,16.2
128,3,2023-06-13,IT,42.94,38.65,31.31
129,1,2023-08-11,CH,28.26,28.26,22.89
129,2,2023-08-11,CH,8.96,8.06,6.53
130,1,2023-07-04,SE,17.9,14.32,11.6
130,2,2023-07-04,SE,49.33,49.33,39.96
130,3,2023-07-04,SE,24.5,22.05,17.86
131,1,2023-06-03,IT,24.63,23.4,18.95
131,2,null,IT,35.89,32.3,26.16
131,3,2023-06-03,IT,42.94,40.79,33.04
131,4,null,IT,44.82,42.58,34.49
132,1,2023-07-29,NL,42.33,33.86,27.43
132,2,2023-07-29,NL,46.39,37.11,30.06
133,1,2023-07-17,BE,6.37,6.37,5.16
133,2,2023-07-17,BE,17.63,17.63,14.28
133,3,2023-07-17,BE,13.69,13.69,11.09
133,4,2023-07-17,BE,24.5,24.5,19.85
134,1,2023-07-28,AT,29.94,28.44,23.04
134,2,2023-07-28,AT,33.82,33.82,27.39
135,1,2023-08-18,BE,20.96,20.96,16.98
135,2,2023-08-18,BE,20.38,20.38,16.51
135,3,2023-08-18,BE,38.75,38.75,31.39
136,1,2023-07-30,IT,49.33,46.86,37.96
136,2,2023-07-30,IT,15.62,15.62,12.65
137,1,null,IT,42.94,34.35,27.82
137,2,2023-06-16,IT,47.7,45.31,36.7
137,3,2023-06-16,IT,17.9,16.11,13.05
138,1,2023-07-17,ES,49.64,44.68,36.19
138,2,2023-07-17,ES,14.89,14.15,11.46
139,1,2023-08-18,NL,45.14,42.88,34.73
139,2,2023-08-18,NL,6.37,5.73,4.64
140,1,2023-06-24,DE,31.55,25.24,20.44
140,2,2023-06-24,DE,6.37,6.37,5.16
141,1,2023-07-17,SE,48.74,48.74,39.48
142,1,2023-07-21,DK,28.26,22.61,18.31
142,2,2023-07-21,DK,46.05,46.05,37.3
142,3,2023-07-21,DK,11.11,11.11,9.0
142,4,2023-07-21,DK,8.61,7.75,6.28
143,1,2023-06-03,AT,20.0,16.0,12.96
144,1,2023-06-11,CH,41.22,37.1,30.05
144,2,2023-06-11,CH,25.98,24.68,19.99
144,3,2023-06-11,CH,8.96,8.51,6.89
144,4,2023-06-11,CH,45.14,42.88,34.73
145,1,2023-06-10,BE,38.75,38.75,31.39
145,2,2023-06-10,BE,33.64,33.64,27.25
145,3,null,BE,41.76,39.67,32.13
146,1,2023-06-15,AT,22.84,22.84,18.5
146,2,2023-06-15,AT,20.35,16.28,13.19
147,1,2023-07-28,SE,48.74,46.3,37.5
148,1,2023-08-03,FR,8.61,6.89,5.58
148,2,2023-08-03,FR,46.39,37.11,30.06
148,3,2023-08-03,FR,46.05,46.05,37.3
148,4,2023-08-03,FR,32.56,32.56,26.37
149,1,2023-08-28,SE,21.23,20.17,16.34
149,2,2023-08-28,SE,39.34,19.67,15.93
150,1,2023-08-14,AT,20.96,16.77,13.58
151,1,2023-06-04,CH,28.2,26.79,21.7
151,2,2023-06-04,CH,14.89,14.89,12.06
152,1,2023-07-19,NL,8.1,8.1,6.56
152,2,2023-07-19,NL,22.88,22.88,18.53
153,1,2023-08-16,PT,22.88,22.88,18.53
153,2,null,PT,22.1,17.68,14.32
154,1,2023-08-03,ES,41.12,41.12,33.31
154,2,2023-08-03,ES,34.03,32.33,26.19
154,3,2023-08-03,ES,25.92,24.62,19.94
155,1,2023-06-13,IT,18.97,18.97,15.37
155,2,null,IT,24.5,19.6,15.88
155,3,2023-06-13,IT,30.55,30.55,24.75
156,1,2023-08-11,ES,39.89,35.9,29.08
156,2,2023-08-11,ES,21.23,21.23,17.2
157,1,2023-07-30,EN,42.33,42.33,34.29
158,1,2023-06-06,CH,8.58,6.86,5.56
159,1,2023-08-05,FI,15.5,13.95,11.3
159,2,2023-08-05,FI,8.52,6.82,5.52
160,1,2023-06-01,IT,27.94,27.94,22.63
160,2,null,IT,40.36,36.32,29.42
161,1,2023-08-29,SE,39.89,39.89,32.31
161,2,2023-08-29,SE,25.92,23.33,18.9
161,3,2023-08-29,SE,24.5,24.5,19.85
161,4,2023-08-29,SE,22.84,21.7,17.58
161,5,2023-08-29,SE,20.0,20.0,16.2
162,1,2023-08-31,FR,24.33,24.33,19.71
162,2,2023-08-31,FR,22.88,18.3,14.82
162,3,2023-08-31,FR,28.2,28.2,22.84
163,1,2023-07-30,EN,24.33,24.33,19.71
164,1,2023-06-16,NO,20.96,18.86,15.28
164,2,2023-06-16,NO,28.27,26.86,21.76
164,3,null,NO,39.7,35.73,28.94
165,1,2023-08-14,BE,8.52,7.67,6.21
165,2,null,BE,38.46,38.46,31.15
165,3,2023-08-14,BE,34.5,34.5,27.95
165,4,2023-08-14,BE,44.41,44.41,35.97
166,1,2023-07-25,NL,22.88,22.88,18.53
166,2,2023-07-25,NL,33.82,33.82,27.39
166,3,2023-07-25,NL,43.37,43.37,35.13
166,4,2023-07-25,NL,22.1,21.0,17.01
167,1,2023-08-19,NL,28.27,28.27,22.9
167,2,2023-08-19,NL,15.62,15.62,12.65
168,1,2023-07-22,IT,38.75,36.81,29.82
168,2,2023-07-22,IT,23.55,23.55,19.08
168,3,2023-07-22,IT,39.89,37.9,30.7
169,1,2023-08-04,AT,28.27,28.27,22.9
169,2,2023-08-04,AT,22.84,18.27,14.8
170,1,2023-08-06,ES,43.37,34.7,28.11
170,2,2023-08-06,ES,29.94,14.97,12.13
171,1,2023-06-25,AT,29.39,29.39,23.81
171,2,2023-06-25,AT,28.2,28.2,22.84
171,3,2023-06-25,AT,41.12,41.12,33.31
172,1,2023-07-05,DE,20.96,19.91,16.13
172,2,2023-07-05,DE,31.55,31.55,25.56
172,3,2023-07-05,DE,32.56,30.93,25.05
172,4,2023-07-05,DE,33.94,33.94,27.49
172,5,2023-07-05,DE,16.29,16.29,13.19
173,1,2023-07-13,EN,39.24,37.28,30.2
173,2,2023-07-13,EN,39.34,37.37,30.27
173,3,2023-07-13,EN,11.11,10.55,8.55
173,4,2023-07-13,EN,18.9,18.9,15.31
173,5,null,EN,21.23,21.23,17.2
174,1,2023-06-09,FR,21.27,20.21,16.37
175,1,2023-06-08,PL,22.84,18.27,14.8
176,1,2023-08-16,AT,24.16,21.74,17.61
176,2,2023-08-16,AT,32.25,30.64,24.82
177,1,2023-07-19,DE,46.24,43.93,35.58
178,1,2023-08-16,PT,38.46,38.46,31.15
178,2,2023-08-16,PT,24.16,24.16,19.57
178,3,2023-08-16,PT,13.69,10.95,8.87
179,1,2023-06-14,EN,13.9,13.21,10.7
179,2,2023-06-14,EN,15.5,13.95,11.3
180,1,2023-07-11,PT,42.33,40.21,32.57
180,2,2023-07-11,PT,34.78,17.39,14.09
180,3,2023-07-11,PT,39.7,37.72,30.55
181,1,2023-08-18,PT,24.16,22.95,18.59
182,1,2023-08-18,DE,33.82,33.82,27.39
182,2,2023-08-18,DE,12.86,12.86,10.42
183,1,2023-06-06,PL,39.34,39.34,31.87
184,1,2023-07-01,SE,28.43,25.59,20.73
184,2,2023-07-01,SE,41.12,41.12,33.31
184,3,2023-07-01,SE,24.63,24.63,19.95
185,1,2023-08-14,CH,28.2,26.79,21.7
185,2,2023-08-14,CH,17.9,17.9,14.5
185,3,2023-08-14,CH,16.29,14.66,11.87
185,4,2023-08-14,CH,33.64,33.64,27.25
186,1,2023-07-19,NL,33.82,33.82,27.39
187,1,2023-07-30,DE,22.57,22.57,18.28
188,1,2023-06-06,CH,38.09,38.09,30.85
188,2,null,CH,39.7,39.7,32.16
188,3,2023-06-06,CH,25.98,20.78,16.83
188,4,2023-06-06,CH,28.43,22.74,18.42
188,5,2023-06-06,CH,21.23,21.23,17.2
189,1,2023-07-18,NO,47.7,47.7,38.64
190,1,2023-07-08,CH,27.94,27.94,22.63
190,2,2023-07-08,CH,46.05,41.45,33.57
190,3,2023-07-08,CH,28.26,26.85,21.75
191,1,2023-08-01,CH,20.96,10.48,8.49
191,2,2023-08-01,CH,38.09,38.09,30.85
192,1,2023-07-09,IT,15.5,12.4,10.04
192,2,2023-07-09,IT,22.84,22.84,18.5
192,3,2023-07-09,IT,33.64,33.64,27.25
192,4,2023-07-09,IT,17.9,8.95,7.25
193,1,2023-07-11,NL,11.11,11.11,9.0
193,2,2023-07-11,NL,21.27,20.21,16.37
194,1,2023-08-07,FR,41.6,39.52,32.01
194,2,2023-08-07,FR,18.9,15.12,12.25
195,1,null,SE,41.12,37.01,29.98
195,2,2023-07-07,SE,33.82,33.82,27.39
196,1,2023-08-20,DE,32.58,32.58,26.39
196,2,2023-08-20,DE,37.98,36.08,29.22
196,3,2023-08-20,DE,48.74,24.37,19.74
196,4,2023-08-20,DE,26.46,26.46,21.43
197,1,2023-06-28,DE,38.83,36.89,29.88
197,2,2023-06-28,DE,33.94,32.24,26.11
197,3,2023-06-28,DE,40.36,38.34,31.06
197,4,2023-06-28,DE,15.5,14.72,11.92
198,1,2023-08-08,FI,49.33,49.33,39.96
198,2,2023-08-08,FI,28.26,28.26,22.89
199,1,2023-07-02,IT,8.1,6.48,5.25
200,1,2023-06-04,ES,24.63,22.17,17.96
200,2,2023-06-04,ES,24.59,23.36,18.92
200,3,2023-06-04,ES,22.57,22.57,18.28
201,1,2023-06-27,PT,26.46,26.46,21.43
201,2,2023-06-27,PT,31.55,31.55,25.56
202,1,2023-07-19,PT,8.52,8.09,6.55
203,1,2023-07-11,FI,8.96,4.48,3.63
203,2,null,FI,24.5,23.27,18.85
204,1,2023-08-22,DE,32.25,29.03,23.51
204,2,2023-08-22,DE,39.24,35.32,28.61
204,3,2023-08-22,DE,13.69,13.69,11.09
204,4,2023-08-22,DE,41.22,41.22,33.39
205,1,2023-07-11,IT,20.35,19.33,15.66
205,2,2023-07-11,IT,21.27,21.27,17.23
205,3,2023-07-11,IT,29.39,27.92,22.62
206,1,2023-08-31,PL,20.0,10.0,8.1
206,2,2023-08-31,PL,47.7,47.7,38.64
206,3,2023-08-31,PL,21.23,21.23,17.2
207,1,2023-08-23,ES,18.9,17.95,14.54
207,2,2023-08-23,ES,22.84,21.7,17.58
208,1,2023-07-28,PT,28.2,22.56,18.27
208,2,2023-07-28,PT,17.63,17.63,14.28
208,3,2023-07-28,PT,16.29,16.29,13.19
209,1,2023-07-14,FI,27.36,21.89,17.73
209,2,2023-07-14,FI,13.69,12.32,9.98
210,1,2023-07-19,NO,8.61,7.75,6.28
210,2,2023-07-19,NO,42.94,38.65,31.31
211,1,2023-08-25,BE,21.27,20.21,16.37
212,1,2023-08-24,NL,32.62,32.62,26.42
212,2,2023-08-24,NL,45.11,42.85,34.71
213,1,2023-08-21,AT,44.82,44.82,36.3
214,1,2023-07-12,DK,29.94,29.94,24.25
215,1,2023-08-01,ES,26.46,25.14,20.36
215,2,2023-08-01,ES,37.81,18.91,15.32
216,1,2023-06-15,CH,33.82,32.13,26.03
217,1,2023-06-30,FR,37.81,35.92,29.1
217,2,2023-06-30,FR,38.83,38.83,31.45
218,1,2023-08-26,CH,20.0,18.0,14.58
218,2,2023-08-26,CH,39.34,37.37,30.27
219,1,2023-08-19,CH,13.44,12.1,9.8
219,2,2023-08-19,CH,46.39,46.39,37.58
220,1,2023-08-05,SE,20.0,20.0,16.2
220,2,2023-08-05,SE,32.58,29.32,23.75
220,3,2023-08-05,SE,46.05,41.45,33.57
221,1,2023-06-13,SE,8.52,7.67,6.21
222,1,2023-06-06,FI,28.27,26.86,21.76
222,2,2023-06-06,FI,44.82,40.34,32.68
222,3,2023-06-06,FI,49.37,46.9,37.99
223,1,2023-07-27,IT,12.64,12.01,9.73
223,2,2023-07-27,IT,49.33,46.86,37.96
223,3,2023-07-27,IT,49.64,49.64,40.21
224,1,2023-06-05,SE,20.0,20.0,16.2
224,2,2023-06-05,SE,41.48,20.74,16.8
225,1,2023-08-13,IT,33.94,30.55,24.75
225,2,2023-08-13,IT,34.03,32.33,26.19
